inventoryid,store,city,brand,description,size,onhand,price,startdate
5848,44,Port Saramouth,"Powell, Mcdaniel and Thomas",Against Product,Small,0,35.27,2024-10-01
5849,39,Robinside,"Walker, Maddox and Clayton",Care Product,Large,27,11.82,2024-05-18
5850,12,Ronaldside,"Tucker, Jones and Hart",Seek Product,Small,0,95.26,2025-01-09
5851,42,Lake Jacquelinehaven,"Powell, Mcdaniel and Thomas",Cold Product,Large,68,51.7,2024-12-07
5852,47,Robertfort,Knox Group,Participant Product,Small,212,18.72,2025-01-17
5853,5,East Danielchester,Mcpherson and Sons,Lose Product,Large,168,36.14,2024-06-13
5854,26,Port Alexanderchester,Long and Sons,Officer Product,Small,0,42.51,2024-09-10
5855,2,West David,Rowe-Lewis,Account Product,Small,172,72.75,2025-03-03
5856,23,Amyshire,Osborne-Brown,Heavy Product,Medium,110,65.62,2024-08-07
5857,35,North Rodneymouth,"Atkinson, Osborn and Hamilton",Shoulder Product,Large,99,70.94,2024-08-27
5858,4,Chadchester,"Bradley, Baker and Mcneil",Determine Product,Small,2,39.57,2025-01-04
5859,48,Johnhaven,"Bush, Reyes and Fox",Imagine Product,Small,169,75.27,2024-04-25
5860,25,Deborahborough,"Bailey, Avery and Edwards",Attention Product,Small,0,25.94,2024-05-20
5861,13,Dennisshire,"Gregory, Fowler and Miller",There Product,Large,188,40.54,2024-10-18
5862,48,Port Curtisport,"Strickland, Jones and Padilla",Even Product,Medium,118,43.06,2025-03-30
5863,18,West Noahborough,"West, Reed and Berry",On Product,Large,82,80.56,2025-04-01
5864,11,Gordonshire,"Hancock, Peters and Holmes",System Product,Large,0,75.82,2025-01-03
5865,31,Kellyborough,"Dalton, Sanders and Cantrell",Month Product,Small,39,9.11,2024-05-06
5866,36,West Shawn,Schmidt-Mathews,Increase Product,Medium,219,64.68,2024-08-18
5867,42,Smithview,Thomas LLC,Investment Product,Large,12,81.23,2024-07-28
5868,2,Markstad,Daniels PLC,Onto Product,Medium,47,91.17,2024-09-24
5869,17,West Amandachester,"Campbell, Black and Smith",See Product,Medium,0,86.5,2024-07-12
5870,47,Port Robert,Mason-Logan,Happy Product,Large,202,71.42,2025-02-27
5871,30,Derrickfurt,"Walker, Zimmerman and Williams",Term Product,Large,170,82.42,2024-05-20
5872,30,North Ericaton,Grimes Group,Happy Product,Medium,18,27.03,2025-02-10
5873,4,Port Charlesshire,"Phelps, Thompson and Chandler",Eye Product,Medium,121,71.62,2025-02-20
5874,42,Davilaside,Patterson Inc,Key Product,Large,89,9.4,2025-03-18
5875,37,East Summer,Garner and Sons,Reason Product,Large,0,68.35,2024-05-28
5876,15,Port Marcusview,Sullivan-Choi,Entire Product,Small,64,18.05,2025-02-26
5877,20,New Danielborough,Mcpherson and Sons,Forget Product,Medium,0,73.78,2024-04-13
5878,24,North Michaela,Long and Sons,Consumer Product,Large,178,8.87,2024-09-28
5879,41,Port Timothy,"Smith, Davis and Wright",With Product,Medium,0,82.03,2024-05-19
5880,44,Lake James,Thornton PLC,Movie Product,Small,250,59.83,2024-05-26
5881,44,South John,Bell Ltd,Both Product,Small,0,62.31,2025-01-29
5882,13,New Sarahburgh,"Williamson, Fox and Johnson",Goal Product,Small,0,35.28,2024-06-14
5883,47,Lake Dakota,Phillips Inc,Whole Product,Medium,13,70.51,2024-10-15
5884,11,Port Richard,Salazar-Graves,Believe Product,Small,0,41.12,2024-05-14
5885,39,Port Stephanie,"Lucas, Johnson and Alvarez",Beautiful Product,Large,43,67.55,2024-05-02
5886,5,East Edward,Rogers and Sons,Sure Product,Small,0,30.6,2024-12-03
5887,39,Salinaschester,Davis-Russell,Family Product,Medium,120,72.59,2024-10-27
5888,34,North Marychester,Archer Group,Fly Product,Small,145,57.36,2025-02-20
5889,35,Port Rita,Roberts and Sons,After Product,Medium,162,52.93,2025-03-25
5890,40,Virginiaport,"Cannon, Reynolds and Alvarado",Fish Product,Medium,140,54.94,2024-04-27
5891,5,West Steven,Rios Group,Clear Product,Small,244,72.25,2024-11-19
5892,6,Johnsonberg,"Turner, Armstrong and Fernandez",Possible Product,Small,131,65.47,2024-06-03
5893,36,Janetshire,Patterson-Mcmahon,Concern Product,Large,164,77.08,2024-06-05
5894,44,Devonbury,Roy Group,Fall Product,Large,0,24.86,2025-02-15
5895,29,Chavezberg,"Massey, Lewis and Walter",Chance Product,Small,118,47.14,2024-08-05
5896,22,New Kimberlyfort,"Ellis, Scott and Johnson",Put Product,Medium,62,33.9,2024-04-25
5897,3,South Sandra,"Briggs, Morris and Weber",Guess Product,Large,213,28.76,2024-06-20
5898,45,East Jesse,Phillips Inc,Official Product,Medium,85,17.15,2024-06-10
5899,36,Gutierrezfurt,"Delgado, Green and Wade",Only Product,Large,91,75.04,2025-02-11
5900,47,West Erikastad,Howard Inc,Tough Product,Small,66,96.77,2024-07-24
5901,2,Lake Randystad,"Harris, Clark and Matthews",Perform Product,Large,73,25.65,2024-07-06
5902,31,Petersenland,"Walker, Zimmerman and Williams",Fall Product,Large,151,86.86,2024-06-06
5903,46,Lake Kyle,Brown-Mann,Force Product,Large,128,21.15,2024-12-11
5904,14,Rowechester,Wagner Group,Deal Product,Medium,0,59.82,2024-08-18
5905,30,Frankstad,Rowe-Lewis,House Product,Medium,108,9.47,2024-06-05
5906,19,Port Jennifer,Bell Ltd,Address Product,Medium,64,94.75,2024-09-03
5907,13,West Haroldshire,"Williams, Turner and Harris",Minute Product,Large,156,98.67,2024-11-26
5908,46,North Nancymouth,"Powell, Mcdaniel and Thomas",Film Product,Medium,208,86.88,2025-02-12
5909,14,North Brooke,Edwards LLC,Move Product,Small,58,5.7,2024-10-05
5910,46,Sabrinaton,Rogers and Sons,Movie Product,Small,10,19.25,2024-10-13
5911,18,North Lauren,Williams-White,Game Product,Medium,115,96.52,2024-04-07
5912,27,Herrington,Combs Group,Parent Product,Large,13,18.45,2024-06-28
5913,4,Marshallville,Brown-Nelson,Down Product,Small,29,73.62,2024-06-21
5914,20,New Davidfort,"Campbell, Black and Smith",Air Product,Large,175,42.38,2024-10-28
5915,7,Kathrynview,Bennett-Collins,Car Product,Medium,55,67.35,2025-04-02
5916,47,Jennifermouth,Cline Ltd,Or Product,Medium,113,55.37,2024-06-12
5917,3,North Kyleshire,"Johnson, Moses and Johnson",Doctor Product,Large,171,57.68,2024-07-08
5918,49,Port Natashamouth,Roberts and Sons,Discussion Product,Medium,0,42.27,2024-08-17
5919,29,Lisamouth,"Massey, Lewis and Walter",Already Product,Medium,80,91.99,2025-03-22
5920,50,Robersonside,Thomas LLC,Fall Product,Small,161,32.78,2025-02-02
5921,7,Garciafort,Young-Shaw,Born Product,Small,31,69.41,2025-03-28
5922,18,Ballville,Williams-Mcintosh,Over Product,Small,76,69.84,2025-01-04
5923,32,Lake Christopherbury,Mercado-Jacobson,Upon Product,Medium,168,99.95,2024-05-01
5924,2,Scottberg,Howard Inc,Tonight Product,Large,115,78.08,2025-03-26
5925,29,East Davidshire,Osborne-Brown,Whether Product,Large,0,47.17,2024-08-18
5926,29,South Brentborough,"Strickland, Jones and Padilla",Whole Product,Small,10,75.38,2024-08-02
5927,36,Joshuabury,Hinton LLC,Up Product,Large,73,13.73,2024-08-16
5928,32,Riveratown,Rogers-Sanchez,Bit Product,Medium,125,43.86,2024-07-10
5929,22,Kristinaberg,"Hamilton, Rivera and Kelley",This Product,Medium,0,36.82,2025-02-03
5930,21,Port Suzannefort,"George, Macdonald and Harper",Develop Product,Large,71,82.0,2025-02-02
5931,15,New Heatherberg,Kaiser Group,Build Product,Small,114,75.64,2024-08-11
5932,2,Collinsberg,Gentry-Gray,Eight Product,Large,0,41.61,2024-08-03
5933,30,Andersonchester,Perez-Johnson,Debate Product,Medium,141,5.45,2025-02-23
5934,50,Cassiefurt,Shah-Parker,Artist Product,Small,263,40.66,2024-11-15
5935,47,Sarahtown,"Walker, Zimmerman and Williams",After Product,Small,182,80.04,2024-08-24
5936,10,Manuelville,Hinton LLC,Window Product,Large,0,55.62,2025-03-11
5937,28,Port Timothychester,Larson-Lopez,Painting Product,Small,30,58.75,2024-12-13
5938,7,Kyleview,"Bush, Reyes and Fox",Position Product,Small,177,36.18,2024-12-24
5939,9,East Lindaview,Long-Bowman,Major Product,Small,72,56.64,2024-07-13
5940,31,Port Antonioshire,"Walker, Zimmerman and Williams",Fall Product,Large,0,7.23,2024-04-09
5941,5,South Ruben,Conrad and Sons,Rule Product,Medium,226,79.2,2024-08-17
5942,44,Robertmouth,Archer Group,College Product,Small,0,50.59,2024-07-06
5943,15,South Christopherfurt,Mason-Logan,Argue Product,Small,93,93.72,2025-02-03
5944,32,West Adam,"Kelly, Smith and Aguilar",Cell Product,Medium,158,60.79,2024-12-31
5945,17,Port Mary,"Hancock, Peters and Holmes",Behind Product,Medium,0,15.69,2024-09-15
5946,25,West Breannabury,Mitchell-Watson,Better Product,Small,116,38.16,2024-07-22
5947,13,Lake Tina,Davis-Russell,Family Product,Medium,72,72.59,2024-12-27
5948,23,Beasleyshire,Roy Group,Dream Product,Large,147,54.42,2024-11-01
5949,9,Allisonmouth,Mcpherson and Sons,Forget Product,Medium,139,73.78,2024-08-11
5950,5,South Patricia,Thomas and Sons,Effect Product,Large,18,25.74,2024-06-17
5951,37,Shaunland,"Smith, Davis and Lopez",Several Product,Small,0,76.05,2024-09-17
5952,44,New Jamesmouth,"Walker, Zimmerman and Williams",Our Product,Medium,110,98.51,2024-05-09
5953,47,Lake Terri,"Delgado, Green and Wade",Idea Product,Medium,149,58.14,2024-12-02
5954,18,Port Aaron,"George, Macdonald and Harper",Situation Product,Small,0,24.19,2024-08-31
5955,45,South Kimberlytown,Best Group,Attack Product,Large,0,77.33,2024-05-03
5956,14,Michaelport,Garner and Sons,Scene Product,Small,31,95.12,2024-07-01
5957,46,Theresaburgh,Osborne-Brown,Right Product,Large,83,79.98,2024-05-09
5958,7,Davidsonshire,Cline Ltd,Or Product,Medium,0,55.37,2025-01-28
5959,46,Christopherport,"Vasquez, Morris and Ramos",Notice Product,Small,85,72.64,2024-11-13
5960,29,Bradleyport,Sullivan-Choi,Away Product,Medium,79,40.36,2025-02-08
5961,36,Patelfurt,James and Sons,Miss Product,Small,0,54.02,2025-03-12
5962,39,Edwardmouth,Martinez-Giles,Contain Product,Small,285,98.47,2024-04-17
5963,30,Riveraville,"Walker, Zimmerman and Williams",Wall Product,Medium,28,18.46,2024-08-23
5964,16,Bobbyshire,Davis-Reyes,Appear Product,Medium,0,35.11,2024-12-25
5965,12,Tuckerside,Snyder-Kelly,Institution Product,Large,216,53.07,2025-02-15
5966,3,Janettown,"Fitzpatrick, Davis and Warren",Television Product,Medium,13,79.02,2024-08-17
5967,28,Lake Johnfort,Walter PLC,Could Product,Large,147,14.31,2025-03-21
5968,3,New Heathermouth,Mccullough Group,Somebody Product,Small,0,81.65,2025-01-11
5969,33,South Kellytown,Davis-Russell,Water Product,Large,126,29.25,2024-05-21
5970,43,Nelsonbury,Hansen Inc,Note Product,Small,45,24.63,2024-06-23
5971,36,Garrettmouth,Obrien-Thompson,Discussion Product,Medium,34,40.93,2024-07-09
5972,41,Georgefurt,"Bradley, Baker and Mcneil",Determine Product,Small,0,39.57,2025-03-12
5973,4,New Erikhaven,Mosley PLC,Artist Product,Small,158,18.73,2025-02-12
5974,38,Jackton,Fitzpatrick-Sanders,Second Product,Medium,70,21.98,2025-01-04
5975,2,Mooneyburgh,Bennett-Collins,Car Product,Medium,23,67.35,2024-06-04
5976,3,Donnamouth,"Delgado, Green and Wade",They Product,Medium,0,17.65,2025-02-03
5977,48,West Juliebury,"Jones, Martinez and Taylor",Fund Product,Large,222,72.59,2024-09-26
5978,10,Fletcherport,Walter PLC,Loss Product,Small,96,75.65,2024-09-14
5979,34,North Amanda,Snyder-Kelly,Again Product,Medium,145,80.19,2024-07-10
5980,8,Mcmahonview,Patterson Inc,Green Product,Medium,0,6.47,2024-10-01
5981,44,West Matthew,Kim-Gonzalez,Help Product,Small,131,28.76,2025-01-11
5982,25,Chadstad,West-Hernandez,Professional Product,Large,47,41.87,2024-05-23
5983,37,Alexchester,Roy Group,Our Product,Medium,83,15.68,2024-06-03
5984,24,Scottshire,Hansen Inc,Cover Product,Large,26,12.64,2024-12-17
5985,5,Zacharychester,"Hancock, Peters and Holmes",As Product,Small,55,82.71,2025-03-20
5986,12,East Matthewside,"Watkins, James and Page",Forward Product,Small,219,17.68,2024-11-01
5987,8,Troystad,Snyder-Kelly,Again Product,Medium,130,80.19,2025-02-15
5988,39,East Michaelport,Davis-Russell,Water Product,Large,0,29.25,2024-05-08
5989,11,Port Eric,Price Group,Experience Product,Medium,159,57.95,2025-01-06
5990,8,Dawnstad,Knox Group,Seem Product,Medium,123,27.27,2025-02-05
5991,28,Lake Debbiefort,Williams-White,Or Product,Small,0,78.87,2025-02-17
5992,32,South Rebeccaview,Daniels PLC,Star Product,Medium,148,29.38,2025-03-15
5993,21,West Victoriaberg,Walter PLC,Could Product,Large,147,14.31,2025-03-04
5994,30,Lake Jose,Rogers-Sanchez,Bit Product,Medium,75,43.86,2025-03-17
5995,8,Tamarastad,Morales-Knox,Table Product,Medium,90,53.04,2025-02-05
5996,19,Smithfurt,Charles Ltd,Newspaper Product,Large,235,68.27,2024-06-28
5997,40,Carrview,Mitchell-Lopez,Live Product,Large,10,51.95,2024-10-08
5998,42,Keithberg,Sanchez Group,Visit Product,Large,43,42.12,2024-09-28
5999,23,Judithmouth,Sanchez Group,Visit Product,Large,4,42.12,2024-06-28
6000,30,Audreybury,Price Group,Garden Product,Medium,188,22.96,2025-02-18
6001,3,Lake Shane,Snyder Ltd,Face Product,Medium,9,94.2,2024-10-07
6002,35,West Jason,Smith-Aguilar,Threat Product,Large,172,41.11,2025-03-29
6003,13,New Benjaminshire,"Briggs, Morris and Weber",Life Product,Small,146,32.94,2024-07-31
6004,35,West Robertstad,Smith-Aguilar,Threat Product,Large,210,41.11,2024-09-23
6005,12,Elizabethfurt,Rogers-Sanchez,Way Product,Medium,0,96.91,2025-03-26
6006,3,Lake Matthewtown,Lyons PLC,Piece Product,Small,0,71.69,2024-10-13
6007,25,Theresaside,Hunt-Tucker,Both Product,Small,0,21.14,2024-07-02
6008,17,South Austin,Hunt-Tucker,Wall Product,Large,105,83.57,2025-01-24
6009,40,New Robertton,"Strickland, Jones and Padilla",Whole Product,Small,117,75.38,2024-05-13
6010,38,New Tanya,Williams LLC,Choose Product,Small,59,5.59,2024-07-05
6011,25,Richardsonland,Reeves-Hall,Discover Product,Small,166,84.32,2024-07-30
6012,14,Nathanside,Brown-Mann,Create Product,Large,146,94.23,2025-03-14
6013,47,Alexisshire,Mahoney and Sons,Able Product,Small,231,34.48,2024-04-26
6014,17,Jonesport,Gomez-Moran,Rise Product,Medium,50,33.29,2024-06-07
6015,40,North Charlestown,Wagner Group,Themselves Product,Medium,55,36.7,2025-02-04
6016,43,Stokesview,Kim-Gonzalez,Meet Product,Small,62,60.24,2025-03-02
6017,3,Reedland,West-Hernandez,House Product,Small,109,68.82,2025-03-05
6018,26,Burnsstad,Smith-Aguilar,Whole Product,Large,172,44.38,2024-11-23
6019,48,Bridgetland,"Kelly, Smith and Aguilar",Accept Product,Medium,31,13.41,2025-01-29
6020,25,Donaldborough,Brown-Nelson,Down Product,Small,0,73.62,2024-06-19
6021,28,West Jacobchester,"Neal, Frey and Ferguson",Minute Product,Large,148,29.97,2024-10-01
6022,12,West Brittanytown,Mcpherson and Sons,Forget Product,Medium,0,73.78,2025-02-10
6023,4,Williebury,Davis-Reyes,Red Product,Medium,131,48.92,2024-12-25
6024,4,Smithfort,"Tucker, Jones and Hart",Push Product,Small,60,92.64,2025-01-11
6025,1,Rubioside,Young-Shaw,Individual Product,Large,103,21.91,2024-05-05
6026,32,Jenniferstad,Murphy-Gardner,Reach Product,Small,177,17.11,2025-03-02
6027,17,East Virginia,"Jones, Martinez and Taylor",Answer Product,Medium,182,28.75,2024-10-27
6028,43,Debbiefort,Austin PLC,Mind Product,Medium,73,77.54,2024-05-23
6029,48,Evansview,Vasquez-Jackson,Range Product,Medium,81,30.64,2024-10-09
6030,37,North Jacquelinefort,Garcia-Ramirez,Lay Product,Medium,70,5.58,2024-08-23
6031,13,Jessicachester,"Phelps, Thompson and Chandler",Six Product,Medium,32,58.48,2024-07-04
6032,7,Port Johnberg,Cook-Johnson,Appear Product,Medium,6,97.06,2024-08-23
6033,9,Romeroborough,Grimes Group,Happy Product,Medium,0,27.03,2024-08-24
6034,42,North Stevenstad,"Ruiz, Rodriguez and Lane",Second Product,Small,59,36.07,2024-08-06
6035,4,Port Beckyborough,Edwards Inc,Ever Product,Medium,0,55.95,2024-06-25
6036,6,New Steven,"Gregory, Fowler and Miller",There Product,Large,125,40.54,2024-10-22
6037,2,Rodriguezport,Thomas and Sons,Eat Product,Small,0,31.36,2024-12-09
6038,1,South Carol,Brown Inc,Maintain Product,Medium,191,45.65,2024-04-30
6039,28,East Richard,Richardson Group,Clearly Product,Small,97,18.33,2024-05-02
6040,33,North Jamesfort,Hopkins Ltd,Alone Product,Medium,4,60.2,2024-10-16
6041,21,Lake Tracyshire,"George, Macdonald and Harper",Our Product,Large,0,6.12,2024-09-13
6042,46,Andersenport,Lloyd Ltd,Nice Product,Medium,0,38.15,2024-08-07
6043,13,Hillmouth,"Dunn, Martinez and Brandt",Full Product,Medium,151,57.9,2025-03-11
6044,7,Port Markton,"Bailey, Avery and Edwards",Try Product,Medium,0,68.68,2024-06-14
6045,3,Justinborough,Walker Inc,Instead Product,Large,232,91.59,2025-01-01
6046,48,Joycefurt,Johnson-Bowman,Business Product,Large,58,99.1,2024-08-02
6047,12,Josephmouth,Davis-Vasquez,Move Product,Medium,139,78.29,2024-09-05
6048,7,East Colleen,Richardson Group,Eye Product,Small,119,96.45,2024-06-28
6049,18,Tommyton,Brown-Nelson,Though Product,Small,184,63.68,2024-04-10
6050,24,Mooreshire,Johnson-Bowman,Business Product,Large,38,99.1,2024-04-07
6051,47,Mccoymouth,"Johnson, Moses and Johnson",Doctor Product,Large,176,57.68,2024-09-08
6052,19,Port Michael,"Harris, Clark and Matthews",Perform Product,Large,0,25.65,2025-04-03
6053,29,Jenniferfort,"Ruiz, Rodriguez and Lane",Still Product,Large,130,22.96,2024-08-12
6054,48,Lake Matthewberg,Brown-Mann,Bring Product,Large,42,58.6,2024-06-27
6055,42,Mcknightville,"West, Reed and Berry",Upon Product,Small,35,42.2,2024-07-31
6056,25,Carlborough,Snyder-Kelly,Again Product,Medium,136,80.19,2024-12-08
6057,44,North Samanthaberg,Thomas LLC,This Product,Medium,172,34.58,2025-03-24
6058,1,Charlesport,Cline Ltd,Race Product,Medium,175,33.58,2024-11-16
6059,16,West Isaacton,Schmidt-Mathews,Eat Product,Large,169,32.5,2024-10-21
6060,40,Lake Stephenborough,Roy Group,Dream Product,Large,123,54.42,2024-04-16
6061,15,South Michael,"Wright, Winters and Dominguez",Ability Product,Medium,223,75.25,2024-04-18
6062,36,Simsside,"Briggs, Morris and Weber",Life Product,Small,66,32.94,2024-08-23
6063,3,Johnside,Long-Bowman,Agent Product,Medium,124,8.88,2024-12-25
6064,10,North Ebony,Rogers and Sons,Business Product,Large,57,27.13,2025-01-19
6065,29,Jeffreybury,Mitchell LLC,Mean Product,Small,17,36.55,2025-03-17
6066,27,West Jonathanberg,"Smith, Davis and Wright",Instead Product,Large,0,52.47,2024-06-24
6067,44,West Amberville,Russell and Sons,Guess Product,Small,0,89.73,2024-07-31
6068,3,Port Shannonstad,Cook-Johnson,Trial Product,Large,243,46.51,2024-09-29
6069,44,Port Michaelhaven,Estrada Inc,Behavior Product,Small,34,29.58,2024-10-25
6070,30,West Donna,"Herrera, Jackson and Koch",Message Product,Large,157,80.4,2025-02-27
6071,29,West Adriantown,"Dunn, Martinez and Brandt",Full Product,Medium,132,57.9,2025-03-05
6072,29,South Katherineburgh,Mitchell LLC,Send Product,Small,107,23.21,2024-09-13
6073,8,South Harry,"Strickland, Jones and Padilla",Even Product,Medium,154,43.06,2025-01-13
6074,26,Richardtown,Wright Group,Skin Product,Small,61,75.4,2025-02-10
6075,28,Brianmouth,"Williams, Schultz and Black",Father Product,Large,27,85.91,2024-07-17
6076,41,Port Paulview,Esparza-Boyd,Front Product,Medium,93,14.49,2024-08-06
6077,3,Wattsport,Brown-Mann,Bring Product,Large,150,58.6,2024-10-05
6078,42,New Sarafort,Vasquez-Jackson,Opportunity Product,Small,0,38.18,2024-04-07
6079,45,Debbieview,Reeves-Hall,With Product,Small,239,42.78,2025-02-10
6080,42,Andresborough,"Kent, Arias and Smith",Often Product,Small,49,21.69,2024-07-08
6081,16,Laurastad,"Williams, Schultz and Black",Scientist Product,Small,0,12.82,2025-03-19
6082,35,Port Chadville,Reynolds LLC,Only Product,Small,89,25.79,2024-11-15
6083,15,Morenoborough,Rodriguez-Palmer,Pull Product,Medium,24,31.01,2025-03-17
6084,20,South Mariachester,Gates-Pittman,Bad Product,Large,149,21.46,2024-12-04
6085,28,Greenfort,"Barnes, Pineda and Montgomery",Story Product,Large,235,39.7,2024-09-05
6086,26,East Meganstad,"Neal, Frey and Ferguson",Market Product,Medium,99,40.65,2024-10-05
6087,38,Lake Dennisberg,Patterson Inc,Add Product,Large,199,14.57,2024-07-06
6088,21,Port Donaldfurt,"Briggs, Morris and Weber",Always Product,Large,111,12.72,2024-06-14
6089,13,Johnsonport,"Walker, Zimmerman and Williams",Fall Product,Large,23,86.86,2025-04-04
6090,14,West Daniellestad,Garner and Sons,Try Product,Medium,129,95.37,2024-11-19
6091,10,Port Vanessahaven,"Dalton, Sanders and Cantrell",Month Product,Small,154,9.11,2025-02-05
6092,44,Ruizland,"Gregory, Fowler and Miller",Between Product,Large,34,81.32,2024-07-31
6093,37,Burnsside,Day and Sons,Determine Product,Large,0,72.32,2024-08-11
6094,11,Margaretborough,Hinton LLC,Example Product,Large,42,96.29,2024-10-13
6095,24,Lake Christopher,Williams LLC,Such Product,Large,99,7.78,2025-03-20
6096,17,Lake James,Gates-Pittman,Most Product,Small,0,28.28,2024-08-17
